"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2010","2010",1140,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2011","2011",1050,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2012","2012",1041,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2013","2013",1043,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2014","2014",1035,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2015","2015",1032,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2016","2016",1051,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2017","2017",1052,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2018","2018",1014,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2019","2019",1009,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ISL","Iceland","2020","2020",1039,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2010","2010",1140,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2011","2011",1050,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2012","2012",1041,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2013","2013",1043,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2014","2014",1035,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2015","2015",1032,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2016","2016",1051,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2017","2017",1052,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2018","2018",1014,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2019","2019",1009,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ISL","Iceland","2020","2020",1039,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2010","2010",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2011","2011",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2012","2012",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2013","2013",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2014","2014",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2015","2015",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2016","2016",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2017","2017",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2018","2018",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2019","2019",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2020","2020",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2010","2010",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2011","2011",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2012","2012",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2013","2013",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2014","2014",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2015","2015",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2016","2016",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2017","2017",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2018","2018",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2019","2019",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ISL","Iceland","2020","2020",0,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2010","2010",12434,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2011","2011",12008,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2012","2012",11692,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2013","2013",11837,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2014","2014",11989,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2015","2015",13730,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2016","2016",14042,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2017","2017",14279,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2018","2018",14475,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2019","2019",14213,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2020","2020",14412,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","IRL","Ireland","2021","2021",14567,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","IRL","Ireland","2020","2020",12697,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","IRL","Ireland","2021","2021",12905,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","IRL","Ireland","2020","2020",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","IRL","Ireland","2021","2021",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","IRL","Ireland","2020","2020",1715,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","IRL","Ireland","2021","2021",1662,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2010","2010",215980,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2011","2011",208854,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2012","2012",203723,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2013","2013",199474,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2014","2014",195189,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2015","2015",194065,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2016","2016",192315,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2017","2017",192548,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2018","2018",189753,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2019","2019",188909,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2020","2020",189351,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","ITA","Italy","2021","2021",184724,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2010","2010",147780,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2011","2011",142887,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2012","2012",139467,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2013","2013",135606,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2014","2014",131780,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2015","2015",131213,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2016","2016",129082,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2017","2017",128483,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2018","2018",126406,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2019","2019",126149,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2020","2020",120529,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","ITA","Italy","2021","2021",118237,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2010","2010",7813,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2011","2011",7582,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2012","2012",7967,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2013","2013",7597,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2014","2014",7453,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2015","2015",7527,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2016","2016",7406,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2017","2017",7640,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2018","2018",7444,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2019","2019",7286,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2020","2020",0,"B","Break"
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2021","2021",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2010","2010",60387,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2011","2011",58385,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2012","2012",56289,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2013","2013",56271,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2014","2014",55956,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2015","2015",55325,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2016","2016",55827,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2017","2017",56425,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2018","2018",55903,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2019","2019",55474,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2020","2020",68822,"B","Break"
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","ITA","Italy","2021","2021",66487,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2010","2010",1730215,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2011","2011",1712439,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2012","2012",1703853,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2013","2013",1695114,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2014","2014",1680625,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2015","2015",1673594,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2016","2016",1664456,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2017","2017",1653234,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2018","2018",1641407,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2019","2019",1620040,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2020","2020",1593572,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","JPN","Japan","2021","2021",1583725,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2010","2010",457086,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2011","2011",451044,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2012","2012",448454,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2013","2013",444894,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2014","2014",457542,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2015","2015",455658,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2016","2016",451807,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2017","2017",449713,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2018","2018",446381,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2019","2019",442741,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2020","2020",439027,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","JPN","Japan","2021","2021",436727,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2010","2010",432876,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2011","2011",475744,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2012","2012",514687,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2013","2013",550543,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2014","2014",587993,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2015","2015",592262,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2016","2016",613968,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2017","2017",631092,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2018","2018",641870,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2019","2019",643440,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2020","2020",655888,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","KOR","Korea","2021","2021",660935,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2010","2010",56194,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2011","2011",60403,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2012","2012",61176,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2013","2013",60821,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2014","2014",62775,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2015","2015",63220,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2016","2016",64094,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2017","2017",64065,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2018","2018",63924,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2019","2019",62240,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2020","2020",63417,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","KOR","Korea","2021","2021",63547,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2010","2010",376682,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2011","2011",415341,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2012","2012",453511,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2013","2013",489722,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2014","2014",525218,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2015","2015",529042,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2016","2016",549874,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2017","2017",567027,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2018","2018",577946,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2019","2019",581200,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2020","2020",592471,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2021","2021",597388,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2010","2010",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2011","2011",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2012","2012",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2013","2013",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2014","2014",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2015","2015",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2016","2016",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2017","2017",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2018","2018",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2019","2019",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2020","2020",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","KOR","Korea","2021","2021",0,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2010","2010",2721,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2011","2011",2736,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2012","2012",2736,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2013","2013",2810,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2014","2014",2811,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2015","2015",2825,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2016","2016",2804,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2017","2017",2780,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2018","2018",2740,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2019","2019",2644,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2020","2020",2644,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","LUX","Luxembourg","2021","2021",2652,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2010","2010",119506,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2011","2011",119081,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2012","2012",119296,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2013","2013",120719,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2014","2014",121475,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2015","2015",120735,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2016","2016",121794,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2017","2017",121728,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2018","2018",121983,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2019","2019",120736,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2020","2020",126449,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","MEX","Mexico","2021","2021",129213,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2010","2010",84625,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2011","2011",84274,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2012","2012",84876,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2013","2013",86252,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2014","2014",87270,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2015","2015",86755,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2016","2016",87894,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2017","2017",87760,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2018","2018",88353,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2019","2019",86999,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2020","2020",92011,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","MEX","Mexico","2021","2021",93118,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2010","2010",34881,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2011","2011",34807,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2012","2012",34420,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2013","2013",34467,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2014","2014",34205,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2015","2015",33980,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2016","2016",33900,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2017","2017",33968,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2018","2018",33630,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2019","2019",33737,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2020","2020",34438,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","MEX","Mexico","2021","2021",36095,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2010","2010",68450,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2011","2011",66348,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2012","2012",63310,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2013","2013",62051,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2014","2014",59795,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2015","2015",59117,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2016","2016",58090,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2017","2017",56136,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2018","2018",54871,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2019","2019",52398,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2020","2020",50777,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NLD","Netherlands","2021","2021",51763,"B; P","Break; Provisional value"
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2010","2010",68450,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2011","2011",66348,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2012","2012",63310,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2013","2013",62051,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2014","2014",59795,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2015","2015",59117,"B","Break"
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2016","2016",58090,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2017","2017",56136,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2018","2018",54871,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2019","2019",52398,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2020","2020",50777,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","NOMBRENB","Number","NLD","Netherlands","2021","2021",51763,"B; P","Break; Provisional value"
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2010","2010",11948,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2011","2011",12348,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2012","2012",12469,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2013","2013",12362,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2014","2014",12412,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2015","2015",12474,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2016","2016",12821,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2017","2017",13010,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2018","2018",12702,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2019","2019",12667,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2020","2020",12684,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","NZL","New Zealand","2021","2021",13635,,
